metascore,rotten_tomatoes_rating,meta_critic_rating,budget,metascore_missing,rotten_tomatoes_rating_missing,meta_critic_rating_missing,budget_missing,total_wins,total_noms,oscar_wins,oscar_noms,bafta_wins,bafta_noms,release_date,release_year,release_month,release_day,is_weekend,is_holiday_season,movie_age,production_country_name,spoken_languages,first_billing_actor,second_billing_actor,third_billing_actor,main_director,main_writer,secondary_writer,imdb_rating,imdb_votes,title,tmdb_vote_count,tmdb_vote_average,genre_names,runtime_in_min,tmdb_popularity,production_company_name,age_rating
47.0,30.0,47.0,60000000.0,0,0,0,0,0,0,0,0,0,0,1998-03-06,1998,3,6,1,0,27,United States of America,English,Tommy Lee Jones,Wesley Snipes,Robert Downey Jr.,Stuart Baird,Roy Huggins,John Pogue,6.6,116558.0,U.S. Marshals,1622,6.5,"Thriller, Crime, Action",131.0,26.945,"Kopelson Entertainment, Warner Bros. Pictures",PG-13
33.0,13.0,33.0,35000000.0,0,0,0,0,0,0,0,0,0,0,1990-08-10,1990,8,10,1,0,35,United States of America,"English,Others",Mel Gibson,Robert Downey Jr.,Nancy Travis,Roger Spottiswoode,Christopher Robbins,John Eskow,5.8,31088.0,Air America,597,5.82,"Action, Adventure, Comedy, Drama",112.0,12.106,"IndieProd Company Productions, Carolco Pictures",R
69.0,74.0,69.0,14000000.0,0,0,0,0,1,3,0,0,0,0,1993-05-07,1993,5,7,1,0,32,"Others,United States of America","English,Others",Jason Scott Lee,Lauren Holly,Robert Wagner,Rob Cohen,Robert Clouse,Linda Lee Cadwell,7.0,33500.0,Dragon: The Bruce Lee Story,748,6.9,"Drama, History, Action",119.0,15.959,"Raffaella De Laurentiis Productions, Universal Pictures, Dragon Productions, Orange Sky Golden Harvest",PG-13
52.0,52.0,52.0,2000000.0,0,0,0,0,0,3,0,0,0,0,1986-04-11,1986,4,11,1,0,39,"United Kingdom,United States of America",English,Dee Wallace,M. Emmet Walsh,Billy Green Bush,Stephen Herek,Domonic Muir,Stephen Herek,6.1,40474.0,Critters,994,6.5,"Comedy, Horror, Science Fiction",86.0,12.557,"New Line Cinema, Smart Egg Pictures, Sho Films",PG-13
28.0,28.0,28.0,60000000.0,0,0,0,0,1,2,0,0,0,0,2016-03-02,2016,3,2,0,0,9,"Others,United States of America",English,Gerard Butler,Aaron Eckhart,Morgan Freeman,Babak Najafi,Creighton Rothenberger,Katrin Benedikt,5.9,174344.0,London Has Fallen,4755,6.2,"Action, Thriller",99.0,35.587,"Millennium Media, Gramercy Pictures, G-BASE, LHF Film, Nu Boyana Film Studios",R
82.0,92.0,82.0,35000000.0,0,0,0,0,8,24,0,0,0,0,2003-10-03,2003,10,3,1,0,22,United States of America,English,Jack Black,Mike White,Joan Cusack,Richard Linklater,Mike White,Missing_data,7.2,340453.0,School of Rock,5701,7.083,"Comedy, Music",110.0,21.449,"Paramount Pictures, Scott Rudin Productions",PG-13
92.0,98.0,92.0,2540916.972962091,0,0,0,1,3,3,3,1,0,0,1952-01-20,1952,1,20,1,0,73,Others,Italian,Carlo Battisti,Maria Pia Casilio,Lina Gennari,Vittorio De Sica,Cesare Zavattini,Missing_data,8.2,28955.0,Umberto D.,690,7.881,Drama,91.0,8.399,"Amato Film, Rizzoli Film, Produzioni De Sica",Not Rated
56.0,62.0,56.0,50000000.0,0,0,0,0,0,0,0,0,0,0,2014-02-26,2014,2,26,0,0,11,"France,United Kingdom,United States of America","English,German",Liam Neeson,Julianne Moore,Scoot McNairy,Jaume Collet-Serra,John W. Richardson,Christopher Roach,6.9,280334.0,Non-Stop,5392,6.8,"Action, Thriller, Mystery",107.0,19.324,Silver Pictures,PG-13
84.0,98.0,84.0,15000000.0,0,0,0,0,9,6,9,2,0,0,1985-02-20,1985,2,20,0,0,40,"United Kingdom,United States of America",English,Jonathan Pryce,Kim Greist,Robert De Niro,Terry Gilliam,Terry Gilliam,Tom Stoppard,7.8,215249.0,Brazil,3347,7.7,"Comedy, Science Fiction",143.0,14.557,Embassy International Pictures,R
83.0,90.0,83.0,4000000.0,0,0,0,0,23,35,23,1,0,0,1996-02-23,1996,2,23,1,0,29,United Kingdom,English,Ewan McGregor,Ewen Bremner,Jonny Lee Miller,Danny Boyle,Irvine Welsh,John Hodge,8.1,742146.0,Trainspotting,9733,7.962,"Drama, Crime",94.0,25.518,"Figment Films, The Noel Gay Motion Picture Company, Channel Four Films",R
28.0,8.0,28.0,35000000.0,0,0,0,0,0,2,0,0,0,0,2015-08-20,2015,8,20,0,0,10,"United Kingdom,United States of America",English,Rupert Friend,Hannah Ware,Zachary Quinto,Aleksander Bach,Skip Woods,Michael Finch,5.7,98375.0,Hitman: Agent 47,3082,5.9,"Action, Crime, Thriller",96.0,31.208,"Daybreak Productions, Prime Universe Productions, Giant Pictures, TSG Entertainment, Dayday Films, Ingenious Media, Fox International Productions",R
50.0,47.0,50.0,30000000.0,0,0,0,0,7,12,7,1,0,0,2011-10-21,2011,10,21,1,0,14,"Germany,United Kingdom,United States of America",English,Rhys Ifans,Vanessa Redgrave,David Thewlis,Roland Emmerich,John Orloff,Missing_data,6.8,42579.0,Anonymous,725,6.4,"Drama, History, Thriller",130.0,9.419,"Centropolis Entertainment, Columbia Pictures, Relativity Media, Studio Babelsberg",PG-13
49.0,69.0,49.0,30000000.0,0,0,0,0,1,0,0,0,0,0,2021-10-29,2021,10,29,1,0,4,"Germany,United States of America","Others,French,German,English",Matthias Schweighöfer,Nathalie Emmanuel,Ruby O. Fee,Matthias Schweighöfer,Zack Snyder,Shay Hatten,6.4,92323.0,Army of Thieves,2073,6.837,"Action, Crime, Comedy",127.0,33.489,"Pantaleon Films, The Stone Quarry, Film United",TV-MA
31.0,17.0,31.0,9900000.0,0,0,0,0,2,0,0,0,0,0,2016-01-07,2016,1,7,0,0,9,"Germany,Others",English,Alycia Debnam-Carey,William Moseley,Connor Paolo,Simon Verhoeven,Matthew Ballen,Philip Koch,5.2,28176.0,Friend Request,1246,5.551,"Horror, Thriller",92.0,10.528,"Wiedemann & Berg Film, Seven Pictures, Two Oceans Production (TOP)",R
46.0,34.0,46.0,120000000.0,0,0,0,0,0,5,0,0,0,0,2016-06-02,2016,6,2,0,1,9,"Others,United States of America","Others,English",Jesse Eisenberg,Mark Ruffalo,Woody Harrelson,Jon M. Chu,Ed Solomon,Peter Chiarelli,6.4,333462.0,Now You See Me 2,10800,6.825,"Crime, Thriller, Action, Mystery",129.0,31.148,"Summit Entertainment, K/O Paper Products, TIK Films, Lionsgate",PG-13
31.0,25.0,31.0,65000000.0,0,0,0,0,1,6,0,0,0,0,2012-02-14,2012,2,14,0,0,13,United States of America,English,Reese Witherspoon,Chris Pine,Tom Hardy,McG,Timothy Dowling,Simon Kinberg,6.3,196126.0,This Means War,3399,6.183,"Action, Comedy, Romance",98.0,17.491,"Dune Entertainment, Overbrook Entertainment, Robert Simonds Productions, 20th Century Fox",PG-13
37.0,37.0,37.0,30000000.0,0,0,0,0,0,0,0,0,0,0,2010-10-28,2010,10,28,0,0,15,United States of America,English,Natalie Portman,Scott Cohen,Lisa Kudrow,Don Roos,Don Roos,Ayelet Waldman,6.3,19943.0,The Other Woman,391,6.2,Drama,98.0,11.818,"Handsomecharlie Films, Marc Platt Productions, Is or Isn't Entertainment",R
42.0,33.0,42.0,205000000.0,0,0,0,0,1,6,0,0,0,0,2023-12-20,2023,12,20,0,1,2,United States of America,"Others,English",Jason Momoa,Patrick Wilson,Yahya Abdul-Mateen II,James Wan,David Leslie Johnson-McGoldrick,James Wan,5.6,103012.0,Aquaman and the Lost Kingdom,2959,6.615,"Action, Adventure, Fantasy",124.0,88.926,"Warner Bros. Pictures, The Safran Company, Atomic Monster, DC Films, Domain Entertainment",PG-13
23.0,4.0,23.0,160000000.0,0,0,0,0,1,9,0,0,0,0,1997-06-13,1997,6,13,1,1,28,United States of America,"English,Others",Sandra Bullock,Jason Patric,Willem Dafoe,Jan de Bont,Graham Yost,Jan de Bont,4.0,87290.0,Speed 2: Cruise Control,1658,4.606,"Action, Adventure, Thriller",125.0,14.654,"Blue Tulip Productions, 20th Century Fox",PG-13
67.0,84.0,67.0,19217846.281061422,0,0,0,1,4,3,0,0,0,0,2015-07-17,2015,7,17,1,1,10,United States of America,English,Ezra Miller,Tye Sheridan,Billy Crudup,Kyle Patrick Alvarez,Tim Talbott,Philip Zimbardo,6.8,47036.0,The Stanford Prison Experiment,930,6.9,Thriller,122.0,16.233,"Abandon Pictures, Coup d'Etat Films, Sandbar Pictures",R
73.0,84.0,73.0,25000000.0,0,0,0,0,3,24,0,0,0,0,2017-09-22,2017,9,22,1,0,8,"United Kingdom,United States of America",English,Emma Stone,Steve Carell,Andrea Riseborough,Jonathan Dayton,Simon Beaufoy,Missing_data,6.7,61469.0,Battle of the Sexes,1862,6.8,"Drama, Comedy, History",121.0,15.577,"Fox Searchlight Pictures, Decibel Films, Cloud Eight Films, Ingenious Media",PG-13
42.0,48.0,42.0,10000000.0,0,0,0,0,2,7,2,0,0,0,1987-06-05,1987,6,5,1,1,38,"United States of America,Others","English,Spanish",John Lithgow,Melinda Dillon,Margaret Langrick,William Dear,William Dear,Bill Martin,6.1,38861.0,Harry and the Hendersons,683,6.111,"Comedy, Family, Fantasy, Drama",110.0,11.006,"Amblin Entertainment, Universal Pictures",PG
44.0,42.0,44.0,85000000.0,0,0,0,0,1,16,0,0,0,0,1993-06-18,1993,6,18,1,1,32,United States of America,English,Arnold Schwarzenegger,F. Murray Abraham,Art Carney,John McTiernan,Zak Penn,Adam Leff,6.5,168013.0,Last Action Hero,2743,6.464,"Adventure, Fantasy, Action, Comedy, Family",131.0,21.332,"Oak Productions, Columbia Pictures",PG-13
72.0,89.0,72.0,60000000.0,0,0,0,0,19,46,19,1,0,0,2012-08-03,2012,8,3,1,0,13,United States of America,English,Kodi Smit-McPhee,Anna Kendrick,Christopher Mintz-Plasse,Chris Butler,Chris Butler,Missing_data,7.0,112896.0,ParaNorman,2554,7.0,"Family, Animation, Adventure, Comedy",90.0,27.556,Laika,PG
64.0,78.0,64.0,17385570.2947198,0,0,0,1,0,7,0,0,0,0,2020-10-23,2020,10,23,1,0,5,United States of America,"English,Spanish",Anthony Mackie,Jamie Dornan,Katie Aselton,Justin Benson,Justin Benson,Missing_data,6.2,42937.0,Synchronic,957,6.3,"Horror, Science Fiction, Thriller",101.0,13.881,"Patriot Pictures, Rustic Films, XYZ Films, Love & Death Productions, Pfaff & Pfaff Productions",R
11.714033722830834,100.0,11.798586236210271,12274921.07142098,1,0,1,1,0,0,0,0,0,0,2016-03-16,2016,3,16,0,0,9,France,"German,English,French",Daniel Auteuil,Sebastian Koch,Marie-Josée Croze,Vincent Garenq,Julien Rappeneau,Vincent Garenq,7.1,3663.0,In Her Name,316,6.758,"Drama, Crime",87.0,12.012,"LGM Productions, StudioCanal, TF1 Films Production, Nexus Factory, uMedia, Arena Films",TV-14
57.0,65.0,57.0,9500000.0,0,0,0,0,2,4,0,0,0,0,2013-09-06,2013,9,6,1,0,12,United States of America,English,Jason Bateman,Kathryn Hahn,Allison Janney,Jason Bateman,Andrew Dodge,Missing_data,6.6,56320.0,Bad Words,822,6.387,Comedy,89.0,7.764,"Darko Entertainment, Aggregate Films, MXN Entertainment, Focus Features",R
34.0,18.0,34.0,52000000.0,0,0,0,0,7,12,0,0,0,0,2010-02-10,2010,2,10,0,0,15,United States of America,English,Julia Roberts,Jamie Foxx,Anne Hathaway,Garry Marshall,Katherine Fugate,Abby Kohn,5.7,126711.0,Valentine's Day,3055,5.9,"Comedy, Romance",125.0,25.752,"Karz Entertainment, New Line Cinema, Rice Films, Warner Bros. Pictures",PG-13
43.0,25.0,43.0,50000000.0,0,0,0,0,2,6,0,0,0,0,2006-03-09,2006,3,9,0,0,19,United States of America,English,Tim Allen,Kristin Davis,Craig Kilborn,Brian Robbins,Cormac Wibberley,Marianne Wibberley,4.4,20499.0,The Shaggy Dog,564,4.88,"Comedy, Family",98.0,15.506,"Walt Disney Pictures, Mandeville Films, Boxing Cat Films",PG
87.0,98.0,87.0,178000000.0,0,0,0,0,26,41,0,0,26,1,2018-07-13,2018,7,13,1,1,7,United States of America,"English,French",Tom Cruise,Henry Cavill,Ving Rhames,Christopher McQuarrie,Bruce Geller,Christopher McQuarrie,7.7,391467.0,Mission: Impossible - Fallout,8346,7.429,"Action, Adventure",147.0,67.366,"Paramount Pictures, Bad Robot, Skydance Media, TC Productions",PG-13
61.0,64.0,61.0,20000000.0,0,0,0,0,0,4,0,0,0,0,2010-08-31,2010,8,31,0,0,15,"United Kingdom,United States of America","English,Italian",George Clooney,Paolo Bonacelli,Violante Placido,Anton Corbijn,Rowan Joffe,Martin Booth,6.3,103701.0,The American,1366,5.958,"Crime, Drama, Thriller",104.0,18.713,"Twins Financing, This is that, Focus Features, Greenlit Rights, Smoke House Pictures",R
38.0,21.0,38.0,125000000.0,0,0,0,0,2,0,0,0,0,0,2021-02-24,2021,2,24,0,0,4,"Canada,Others,United States of America",English,Tom Holland,Daisy Ridley,Demián Bichir,Doug Liman,Patrick Ness,Christopher Ford,5.7,58745.0,Chaos Walking,2318,6.6,"Fantasy, Science Fiction, Adventure",109.0,33.91,"Quadrant Pictures, Lionsgate, Bron Studios, 3 Arts Entertainment, TIK Films, Hercules Film Fund, Allison Shearmur Productions, Creative Wealth Media Finance",PG-13
31.0,0.0,31.0,16387929.644025197,0,0,0,1,1,0,0,0,0,0,1990-09-14,1990,9,14,1,0,35,United States of America,English,Leslie Nielsen,Linda Blair,Ned Beatty,Bob Logan,Bob Logan,Missing_data,4.8,10160.0,Repossessed,317,5.1,"Comedy, Horror",84.0,10.071,"Carolco Pictures, Seven Arts Pictures",PG-13
31.0,12.0,31.0,4500000.0,0,0,0,0,4,8,4,1,0,0,1980-07-05,1980,7,5,1,1,45,United States of America,English,Brooke Shields,Christopher Atkins,Leo McKern,Randal Kleiser,Henry De Vere Stacpoole,Douglas Day Stewart,5.8,79072.0,The Blue Lagoon,1851,6.2,"Romance, Adventure",104.0,29.586,Columbia Pictures,R
10.673865342852292,36.40392258021479,10.754749524951812,5000000.0,1,1,1,0,0,0,0,0,0,0,2009-05-12,2009,5,12,0,0,16,United States of America,"English,Others",Matthew Knight,Shawnee Smith,Mike Straub,Toby Wilkins,Takashi Shimizu,Brad Keene,4.6,20076.0,The Grudge 3,595,5.374,"Mystery, Horror, Thriller",90.0,11.595,"Stage 6 Films, Ghost House Pictures",R
23.0,10.0,23.0,10650184.367322616,0,0,0,1,1,2,0,0,0,0,2015-09-16,2015,9,16,0,0,10,United States of America,English,Nicolas Cage,Sarah Wayne Callies,Veronica Ferres,Uli Edel,Dan Kay,Tim Lebbon,5.2,19360.0,Pay the Ghost,764,5.4,Horror,94.0,10.687,"Midnight Kitchen Productions, Voltage Pictures, PTG Nevada",Not Rated
10.673865342852292,42.05326429654092,10.860285031237613,14000000.0,1,1,1,0,1,0,0,0,0,0,2023-09-13,2023,9,13,0,0,2,United States of America,"English,Others",Hero Fiennes Tiffin,Josephine Langford,Mimi Keene,Castille Landon,Castille Landon,Anna Todd,4.7,9020.0,After Everything,893,6.9,"Romance, Drama",93.0,66.644,"Voltage Pictures, Wattpad",R
18.0,6.0,18.0,1000000.0,0,0,0,0,2,3,0,0,0,0,2012-01-06,2012,1,6,1,0,13,United States of America,English,Fernanda Andrade,Simon Quarterman,Evan Helmuth,William Brent Bell,William Brent Bell,Matthew Peterman,4.2,37975.0,The Devil Inside,794,4.7,"Horror, Thriller",83.0,10.55,"Room 101, Prototype",R
69.0,81.0,69.0,14000000.0,0,0,0,0,23,18,0,0,0,0,2014-05-16,2014,5,16,1,0,11,United States of America,English,Shailene Woodley,Ansel Elgort,Nat Wolff,Josh Boone,Scott Neustadter,Michael H. Weber,7.6,411655.0,The Fault in Our Stars,11205,7.598,"Romance, Drama",126.0,31.046,"TSG Entertainment, Fox 2000 Pictures, Temple Hill Entertainment",PG-13
25.0,13.0,25.0,9929802.047880739,0,0,0,1,0,0,0,0,0,0,2005-09-16,2005,9,16,1,0,20,United States of America,"English,Italian",Agnes Bruckner,Jonathan Jackson,Meagan Good,Jim Gillespie,Flint Dille,John Zuur Platten,4.6,11048.0,Venom,343,5.5,"Horror, Thriller",85.0,10.853,"Dimension Films, Outerbanks Entertainment, Collision Entertainment",R
65.0,88.0,65.0,6557443.593074064,0,0,0,1,16,22,0,0,0,0,2020-01-15,2020,1,15,0,0,5,"United States of America,France",English,Haley Bennett,Austin Stowell,Denis O'Hare,Carlo Mirabella-Davis,Carlo Mirabella-Davis,Missing_data,6.5,29973.0,Swallow,759,6.6,"Drama, Thriller, Horror",95.0,10.991,"Charades, Logical Pictures, Stand Alone Productions, Syncopated Films, The Population",R
32.0,11.0,32.0,20000000.0,0,0,0,0,0,0,0,0,0,0,2005-02-04,2005,2,4,1,0,20,United States of America,English,Barry Watson,Emily Deschanel,Lucy Lawless,Stephen Kay,Eric Kripke,Juliet Snowden,4.2,33050.0,Boogeyman,761,4.945,"Thriller, Horror, Drama, Mystery",89.0,9.504,"Pacific Renaissance Pictures, Screen Gems, Ghost House Pictures, Senator International",PG-13
46.0,20.0,46.0,54000000.0,0,0,0,0,3,2,0,0,0,0,2006-07-13,2006,7,13,0,1,19,United States of America,English,Kate Hudson,Owen Wilson,Matt Dillon,Anthony Russo,Michael LeSieur,Missing_data,5.6,84747.0,"You, Me and Dupree",1349,5.621,"Comedy, Romance",108.0,9.755,"MMCB Film Produktion 2004, Universal Pictures, Kaplan/Perrone Entertainment",PG-13
44.0,51.0,44.0,10000000.0,0,0,0,0,0,2,0,0,0,0,2010-09-16,2010,9,16,0,0,15,United States of America,"Spanish,English,Others",Chris Messina,Caroline Dhavernas,Bokeem Woodbine,John Erick Dowdle,Brian Nelson,M. Night Shyamalan,6.3,161176.0,Devil,2891,6.086,"Horror, Mystery, Thriller",80.0,19.203,"Universal Pictures, MRC, The Night Chronicles, Relativity Media",PG-13
43.0,30.0,43.0,20000000.0,0,0,0,0,0,0,0,0,0,0,2023-08-23,2023,8,23,0,0,2,"France,Germany,United States of America","English,German",Liam Neeson,Noma Dumezweni,Lilly Aspell,Nimród Antal,Alberto Marini,Christopher Salmanpour,5.3,24493.0,Retribution,1185,6.6,"Thriller, Action, Adventure",91.0,37.284,"The Picture Company, Ombra Films, StudioCanal, TF1 Films Production, Studio Babelsberg",R
24.0,25.0,24.0,12500000.0,0,0,0,0,0,2,0,0,0,0,2009-09-09,2009,9,9,0,0,16,United States of America,English,Briana Evigan,Rumer Willis,Carrie Fisher,Stewart Hendler,Josh Stolberg,Pete Goldfinger,5.2,32904.0,Sorority Row,568,5.5,"Horror, Mystery",101.0,9.692,"Karz Entertainment, Summit Entertainment, House Row Productions",R
55.0,65.0,55.0,40000000.0,0,0,0,0,0,2,0,0,0,0,2002-08-11,2002,8,11,1,0,23,United States of America,"English,German",Bruce Greenwood,David Crow,Matthew Davis,David Twohy,Lucas Sussman,Darren Aronofsky,6.1,24631.0,Below,449,6.0,"Thriller, Horror, Mystery",105.0,14.18,"Protozoa Pictures, Dimension Films",R
43.0,23.0,43.0,30000000.0,0,0,0,0,5,5,0,0,0,0,1989-06-09,1989,6,9,1,1,36,United States of America,English,William Shatner,Leonard Nimoy,DeForest Kelley,William Shatner,Gene Roddenberry,William Shatner,5.5,65552.0,Star Trek V: The Final Frontier,1186,5.7,"Science Fiction, Action, Adventure, Thriller",106.0,20.037,Paramount Pictures,PG
71.0,80.0,71.0,15000000.0,0,0,0,0,5,18,0,0,0,0,1998-03-06,1998,3,6,1,0,27,"United Kingdom,United States of America","English,Others,Spanish,German",Jeff Bridges,John Goodman,Julianne Moore,Joel Coen,Ethan Coen,Joel Coen,8.1,882309.0,The Big Lebowski,11321,7.839,"Comedy, Crime",117.0,35.662,"PolyGram Filmed Entertainment, Working Title Films",R
68.0,79.0,68.0,20000000.0,0,0,0,0,1,6,0,0,0,0,2016-06-03,2016,6,3,1,1,9,"United States of America,Others",English,Andy Samberg,Jorma Taccone,Akiva Schaffer,Akiva Schaffer,Andy Samberg,Akiva Schaffer,6.7,70270.0,Popstar: Never Stop Never Stopping,1250,6.618,"Comedy, Music",86.0,18.501,"Universal Pictures, Apatow Productions, Party Over, The Lonely Island, Perfect World Pictures",R
73.0,79.0,73.0,50000000.0,0,0,0,0,4,11,4,1,0,0,1995-11-22,1995,11,22,0,1,30,"France,United States of America",English,Robert De Niro,Sharon Stone,Joe Pesci,Martin Scorsese,Nicholas Pileggi,Martin Scorsese,8.2,584288.0,Casino,5935,8.001,"Crime, Drama",179.0,26.543,"Universal Pictures, Syalis DA, Légende Films, Cappa/De Fina Productions",R
39.0,42.0,39.0,2000000.0,0,0,0,0,0,3,0,0,0,0,2012-09-12,2012,9,12,0,0,13,"Others,United States of America","English,Spanish",Eli Roth,Ariel Levy,Nicolás Martínez,Nicolás López,Nicolás López,Eli Roth,4.8,12589.0,Aftershock,328,5.1,"Horror, Thriller",89.0,8.407,"Cross Creek Pictures, Vertebra Films, Sobras Producciones",R
72.0,94.0,72.0,4531653.0,0,0,0,0,3,10,0,0,0,0,2016-07-08,2016,7,8,1,1,9,Others,Others,Guanlin Ji,Shangqing Su,Timmy Xu,Xuan Liang,Daniel Chuba,Xuan Liang,7.0,7020.0,Big Fish & Begonia,439,7.4,"Animation, Adventure, Fantasy",101.0,14.736,"Studio Mir, Beijing Enlight Pictures, Horgos Coloroom Pictures",PG-13
18.0,11.0,18.0,10000000.0,0,0,0,0,2,3,0,0,0,0,2001-02-02,2001,2,2,1,0,24,United States of America,English,Denise Richards,David Boreanaz,Marley Shelton,Jamie Blanks,Tom Savage,Donna Powers,4.9,30727.0,Valentine,547,5.5,"Horror, Thriller",96.0,12.326,"NPV Entertainment, Village Roadshow Pictures, Warner Bros. Pictures",R
51.0,47.0,51.0,100000000.0,0,0,0,0,7,7,0,0,0,0,2000-07-21,2000,7,21,1,1,25,United States of America,English,Harrison Ford,Michelle Pfeiffer,Katharine Towne,Robert Zemeckis,Clark Gregg,Sarah Kernochan,6.6,138928.0,What Lies Beneath,1848,6.43,"Drama, Horror, Mystery, Thriller",130.0,24.494,"DreamWorks Pictures, 20th Century Fox, ImageMovers",PG-13
39.0,11.0,39.0,19772333.19542778,0,0,0,1,0,0,0,0,0,0,1996-03-01,1996,3,1,1,0,29,United States of America,English,Kelsey Grammer,Lauren Holly,Rob Schneider,David S. Ward,Hugh Wilson,Andrew Kurtzman,6.2,27925.0,Down Periscope,460,6.316,Comedy,92.0,20.484,20th Century Fox,PG-13
33.0,13.0,33.0,20000000.0,0,0,0,0,0,2,0,0,0,0,2009-10-16,2009,10,16,1,0,16,United States of America,"German,English",Penn Badgley,Dylan Walsh,Sela Ward,Nelson McCormick,J.S. Cardone,Donald E. Westlake,5.6,40334.0,The Stepfather,897,5.821,"Horror, Thriller",101.0,12.806,"Screen Gems, Maverick Films, Imprint Pictures",PG-13
69.0,89.0,69.0,14500000.0,0,0,0,0,2,0,0,0,0,0,1987-08-05,1987,8,5,0,0,38,United States of America,English,Richard Dreyfuss,Emilio Estevez,Madeleine Stowe,John Badham,Jim Kouf,Missing_data,6.7,29089.0,Stakeout,401,6.49,"Action, Comedy, Romance",116.0,14.119,"Silver Screen Partners II, Touchstone Pictures",R
54.0,46.0,54.0,20000000.0,0,0,0,0,1,6,0,0,0,0,1995-05-27,1995,5,27,1,0,30,United States of America,English,Keanu Reeves,Aitana Sánchez-Gijón,Anthony Quinn,Alfonso Arau,Robert Mark Kamen,Mark Miller,6.7,37359.0,A Walk in the Clouds,1023,7.316,"Drama, Romance",103.0,26.297,"Zucker Brothers Productions, 20th Century Fox",PG-13
80.0,83.0,80.0,87500000.0,0,0,0,0,13,76,13,1,0,0,2019-09-17,2019,9,17,0,0,6,"Others,United States of America","English,Others",Brad Pitt,Tommy Lee Jones,Ruth Negga,James Gray,James Gray,Ethan Gross,6.5,267076.0,Ad Astra,6689,6.109,"Science Fiction, Drama",123.0,14.483,"New Regency Productions, MadRiver Pictures, Plan B Entertainment, RT Features, Bona Film Group, TSG Entertainment, Keep Your Head Productions, 20th Century Fox",PG-13
60.0,74.0,60.0,14500000.0,0,0,0,0,15,30,15,1,0,0,1996-11-01,1996,11,1,1,1,29,"Others,United States of America",English,Leonardo DiCaprio,Claire Danes,John Leguizamo,Baz Luhrmann,William Shakespeare,Craig Pearce,6.7,249428.0,Romeo + Juliet,5034,6.793,"Drama, Romance",120.0,34.628,"20th Century Fox, Bazmark",PG-13
56.0,54.0,56.0,30000000.0,0,0,0,0,1,6,1,2,0,0,1989-09-22,1989,9,22,1,0,36,United States of America,"English,Others",Michael Douglas,Andy Garcia,Ken Takakura,Ridley Scott,Craig Bolotin,Warren Lewis,6.6,61051.0,Black Rain,1102,6.6,"Drama, Action, Thriller",125.0,11.802,"Pegasus Film Partners, Paramount Pictures, Jaffe-Lansing",R
11.762565017506558,75.0,11.93786597912832,125000.0,1,0,1,0,6,25,0,0,0,0,2003-10-01,2003,10,1,0,0,22,Others,"Others,English",Edison Chen,Shawn Yue,Anthony Chau-Sang Wong,Wai Keung Lau,Alan Mak,Felix Chong,7.2,20301.0,Infernal Affairs II,422,7.3,"Action, Thriller, Crime",119.0,15.244,"Media Asia Films, MediaCorp Raintree Pictures, Eastern Dragon Film Co., Basic Pictures",Not Rated
